Period,Tick,NLV
1,1,0
1,2,0
1,3,0
1,4,0
1,5,0
1,6,0
1,7,0
1,8,0
1,9,0
1,10,0
1,11,0
1,12,0
1,13,0
1,14,0
1,15,0
1,16,0
1,17,0
1,18,0
1,19,0
1,20,8760
1,21,2254
1,22,2093.82
1,23,2093.82
1,24,1121.62
1,25,-609.99
1,26,-1171.65
1,27,-1171.65
1,28,-1171.65
1,29,-1171.65
1,30,-1171.65
1,31,-1171.65
1,32,-1171.65
1,33,-1171.65
1,34,-1265.26
1,35,-1265.26
1,36,-1639.7
1,37,-1920.53
1,38,-1920.53
1,39,-1920.53
1,40,-1920.53
1,41,-1920.53
1,42,-2388.58
1,43,-2014.14
1,44,-2014.14
1,45,-2014.14
1,46,-2014.14
1,47,-2856.63
1,48,-3699.12
1,49,-3511.9
1,50,-3511.9
1,51,-3511.9
1,52,-3511.9
1,53,-3979.95
1,54,-3979.95
1,55,-3979.95
1,56,-3979.95
1,57,-3699.12
1,58,-3699.12
1,59,-3511.9
1,60,-3699.12
1,61,-3699.12
1,62,-3699.12
1,63,-3699.12
1,64,-3778.34
1,65,-3778.34
1,66,-3778.34
1,67,-3778.34
1,68,-3778.34
1,69,-3778.34
1,70,-3778.34
1,71,-3778.34
1,72,-3778.34
1,73,-3778.34
1,74,-3778.34
1,75,-3778.34
1,76,-3778.34
1,77,-3778.34
1,78,-3778.34
1,79,-3778.34
1,80,-3778.34
1,81,-3778.34
1,82,-3778.34
1,83,-3778.34
1,84,-3778.34
1,85,-3778.34
1,86,-3778.34
1,87,-3778.34
1,88,-3778.34
1,89,-3778.34
1,90,-3778.34
1,91,-3778.34
1,92,-3778.34
1,93,-3778.34
1,94,-3778.34
1,95,-3778.34
1,96,-3778.34
1,97,-3778.34
1,98,-3778.34
1,99,-3778.34
1,100,-3778.34
1,101,-3778.34
1,102,-3778.34
1,103,-3778.34
1,104,-3778.34
1,105,-3778.34
1,106,-3778.34
1,107,-3778.34
1,108,-3778.34
1,109,-3778.34
1,110,-3778.34
1,111,-3778.34
1,112,-3778.34
1,113,-3778.34
1,114,-3778.34
1,115,-3778.34
1,116,-3778.34
1,117,-3778.34
1,118,-3778.34
1,119,-3778.34
1,120,-3778.34
1,121,-3778.34
1,122,-3778.34
1,123,-3778.34
1,124,-3778.34
1,125,-3778.34
1,126,-3778.34
1,127,-3778.34
1,128,-3778.34
1,129,-3778.34
1,130,-3778.34
1,131,-3778.34
1,132,-3778.34
1,133,-3778.34
1,134,-3778.34
1,135,-3778.34
1,136,-3778.34
1,137,-3778.34
1,138,-3778.34
1,139,-3778.34
1,140,-3778.34
1,141,-3778.34
1,142,-3778.34
1,143,-3778.34
1,144,-3778.34
1,145,-3778.34
1,146,-3778.34
1,147,-3778.34
1,148,-3778.34
1,149,-3778.34
1,150,13121.66
1,151,6167.66
1,152,6167.66
1,153,6167.66
1,154,6167.66
1,155,6167.66
1,156,6167.66
1,157,6167.66
1,158,6167.66
1,159,6167.66
1,160,6167.66
1,161,6167.66
1,162,6167.66
1,163,6167.66
1,164,6167.66
1,165,6167.66
1,166,6167.66
1,167,6167.66
1,168,6167.66
1,169,6167.66
1,170,6167.66
1,171,6167.66
1,172,6167.66
1,173,6167.66
1,174,6167.66
1,175,6167.66
1,176,6167.66
1,177,6167.66
1,178,6167.66
1,179,6167.66
1,180,6167.66
1,181,6167.66
1,182,6167.66
1,183,6167.66
1,184,6167.66
1,185,6167.66
1,186,6167.66
1,187,6167.66
1,188,6167.66
1,189,6167.66
1,190,6167.66
1,191,6167.66
1,192,6167.66
1,193,6167.66
1,194,6167.66
1,195,6167.66
1,196,6167.66
1,197,6167.66
1,198,6167.66
1,199,6167.66
1,200,6167.66
1,201,6167.66
1,202,6167.66
1,203,6167.66
1,204,25207.66
1,205,21754.66
1,206,21293.36
1,207,21434.36
1,208,21413.56
1,209,21413.56
1,210,21413.56
1,211,21413.56
1,212,21413.56
1,213,21413.56
1,214,21413.56
1,215,21413.56
1,216,21413.56
1,217,21413.56
1,218,21413.56
1,219,21413.56
1,220,21413.56
1,221,21413.56
1,222,21413.56
1,223,21413.56
1,224,21413.56
1,225,21413.56
1,226,21413.56
1,227,21413.56
1,228,21413.56
1,229,21413.56
1,230,21413.56
1,231,21413.56
1,232,21413.56
1,233,21413.56
1,234,21413.56
1,235,21413.56
1,236,21413.56
1,237,21413.56
1,238,21413.56
1,239,21413.56
1,240,21413.56
1,241,21413.56
1,242,21413.56
1,243,21413.56
1,244,21413.56
1,245,21413.56
1,246,21413.56
1,247,21413.56
1,248,21413.56
1,249,21413.56
1,250,21413.56
1,251,21413.56
1,252,21413.56
1,253,21413.56
1,254,21413.56
1,255,21413.56
1,256,21413.56
1,257,21413.56
1,258,21413.56
1,259,21413.56
1,260,21413.56
1,261,21413.56
1,262,21413.56
1,263,21413.56
1,264,21413.56
1,265,21413.56
1,266,21413.56
1,267,21413.56
1,268,21413.56
1,269,30903.56
1,270,24365.1
1,271,24748.33
1,272,22690.33
1,273,22690.33
1,274,22492.89
1,275,22492.89
1,276,22492.89
1,277,22492.89
1,278,22492.89
1,279,22492.89
1,280,22492.89
1,281,22492.89
1,282,22492.89
1,283,22492.89
1,284,22492.89
1,285,22492.89
1,286,22492.89
1,287,22492.89
1,288,22492.89
1,289,22492.89
1,290,22492.89
1,291,22492.89
1,292,22492.89
1,293,22492.89
1,294,22492.89
1,295,22492.89
1,296,22492.89
1,297,22492.89
1,298,22492.89
1,299,22492.89
1,300,22492.89
