Period,Tick,NLV
1,1,0
1,2,0
1,3,0
1,4,0
1,5,0
1,6,0
1,7,0
1,8,0
1,9,0
1,10,0
1,11,0
1,12,0
1,13,0
1,14,0
1,15,0
1,16,0
1,17,0
1,18,0
1,19,13650
1,20,7264
1,21,7909.2
1,22,7909.2
1,23,7909.2
1,24,7909.2
1,25,7909.2
1,26,7909.2
1,27,7909.2
1,28,7909.2
1,29,7909.2
1,30,7909.2
1,31,7909.2
1,32,7909.2
1,33,7909.2
1,34,7909.2
1,35,7909.2
1,36,7909.2
1,37,7909.2
1,38,7909.2
1,39,7909.2
1,40,7909.2
1,41,7909.2
1,42,7909.2
1,43,7909.2
1,44,7909.2
1,45,7909.2
1,46,7909.2
1,47,7909.2
1,48,7909.2
1,49,7909.2
1,50,7909.2
1,51,7909.2
1,52,7909.2
1,53,7909.2
1,54,7909.2
1,55,7909.2
1,56,7909.2
1,57,7909.2
1,58,7909.2
1,59,7909.2
1,60,7909.2
1,61,7909.2
1,62,7909.2
1,63,7909.2
1,64,7909.2
1,65,7909.2
1,66,7909.2
1,67,7909.2
1,68,7909.2
1,69,7909.2
1,70,7909.2
1,71,7909.2
1,72,7909.2
1,73,7909.2
1,74,7909.2
1,75,7909.2
1,76,7909.2
1,77,7909.2
1,78,7909.2
1,79,7909.2
1,80,7909.2
1,81,7909.2
1,82,7909.2
1,83,7909.2
1,84,7909.2
1,85,7909.2
1,86,7909.2
1,87,16669.2
1,88,12979.98
1,89,13125.54
1,90,12943.59
1,91,12943.59
1,92,12943.59
1,93,12943.59
1,94,12907.2
1,95,13052.76
1,96,13052.76
1,97,12907.2
1,98,12907.2
1,99,12870.81
1,100,12870.81
1,101,12870.81
1,102,12870.81
1,103,12870.81
1,104,12870.81
1,105,12870.81
1,106,12870.81
1,107,12870.81
1,108,12870.81
1,109,12870.81
1,110,12870.81
1,111,12870.81
1,112,12870.81
1,113,12870.81
1,114,12870.81
1,115,12870.81
1,116,12870.81
1,117,12870.81
1,118,12870.81
1,119,12870.81
1,120,12870.81
1,121,12870.81
1,122,12870.81
1,123,12870.81
1,124,12870.81
1,125,12870.81
1,126,12870.81
1,127,12870.81
1,128,12870.81
1,129,12870.81
1,130,12870.81
1,131,12870.81
1,132,12870.81
1,133,12870.81
1,134,12870.81
1,135,12870.81
1,136,12870.81
1,137,12870.81
1,138,12870.81
1,139,12870.81
1,140,12870.81
1,141,12870.81
1,142,12870.81
1,143,12870.81
1,144,12870.81
1,145,12870.81
1,146,12870.81
1,147,12870.81
1,148,30120.81
1,149,22068.81
1,150,21897.27
1,151,21897.27
1,152,21897.27
1,153,21897.27
1,154,21897.27
1,155,21897.27
1,156,21897.27
1,157,21897.27
1,158,21897.27
1,159,21897.27
1,160,21897.27
1,161,21897.27
1,162,21897.27
1,163,21897.27
1,164,21897.27
1,165,21897.27
1,166,21897.27
1,167,21897.27
1,168,21897.27
1,169,21897.27
1,170,21897.27
1,171,21897.27
1,172,21897.27
1,173,21897.27
1,174,21897.27
1,175,21897.27
1,176,21897.27
1,177,21897.27
1,178,21897.27
1,179,21897.27
1,180,21897.27
1,181,21897.27
1,182,21897.27
1,183,21897.27
1,184,21897.27
1,185,21897.27
1,186,21897.27
1,187,21897.27
1,188,21897.27
1,189,21897.27
1,190,21897.27
1,191,21897.27
1,192,21897.27
1,193,21897.27
1,194,21897.27
1,195,21897.27
1,196,21897.27
1,197,21897.27
1,198,21897.27
1,199,21897.27
1,200,21897.27
1,201,21897.27
1,202,21897.27
1,203,21897.27
1,204,21897.27
1,205,21897.27
1,206,21897.27
1,207,21897.27
1,208,21897.27
1,209,21897.27
1,210,21897.27
1,211,21897.27
1,212,21897.27
1,213,21897.27
1,214,21897.27
1,215,21897.27
1,216,21897.27
1,217,21897.27
1,218,21897.27
1,219,21897.27
1,220,21897.27
1,221,21897.27
1,222,21897.27
1,223,21897.27
1,224,21897.27
1,225,21897.27
1,226,21897.27
1,227,21897.27
1,228,21897.27
1,229,21897.27
1,230,21897.27
1,231,21897.27
1,232,21897.27
1,233,21897.27
1,234,21897.27
1,235,21897.27
1,236,21897.27
1,237,21897.27
1,238,21897.27
1,239,21897.27
1,240,21897.27
1,241,21897.27
1,242,21897.27
1,243,21897.27
1,244,21897.27
1,245,21897.27
1,246,21897.27
1,247,21897.27
1,248,21897.27
1,249,21897.27
1,250,21897.27
1,251,21897.27
1,252,21897.27
1,253,21897.27
1,254,21897.27
1,255,21897.27
1,256,21897.27
1,257,21897.27
1,258,21897.27
1,259,21897.27
1,260,21897.27
1,261,21897.27
1,262,21897.27
1,263,21897.27
1,264,21897.27
1,265,21897.27
1,266,21897.27
1,267,21897.27
1,268,21897.27
1,269,21897.27
1,270,21897.27
1,271,21897.27
1,272,21897.27
1,273,21897.27
1,274,21897.27
1,275,21897.27
1,276,21897.27
1,277,21897.27
1,278,21897.27
1,279,21897.27
1,280,21897.27
1,281,21897.27
1,282,21897.27
1,283,21897.27
1,284,21897.27
1,285,21897.27
1,286,21897.27
1,287,21897.27
1,288,21897.27
1,289,21897.27
1,290,21897.27
1,291,21897.27
1,292,21897.27
1,293,21897.27
1,294,21897.27
1,295,21897.27
1,296,21897.27
1,297,21897.27
1,298,21897.27
1,299,21897.27
1,300,21897.27
