Period,Tick,NLV
1,1,0
1,2,0
1,3,0
1,4,0
1,5,0
1,6,0
1,7,0
1,8,0
1,9,0
1,10,0
1,11,0
1,12,0
1,13,0
1,14,0
1,15,0
1,16,0
1,17,0
1,18,0
1,19,0
1,20,0
1,21,0
1,22,0
1,23,0
1,24,0
1,25,0
1,26,0
1,27,0
1,28,0
1,29,17500
1,30,5037.8
1,31,5081.9
1,32,3757.9
1,33,1153.9
1,34,-652.1
1,35,-487
1,36,-156.8
1,37,-156.8
1,38,-156.8
1,39,-487
1,40,-652.1
1,41,-652.1
1,42,-817.2
1,43,-321.9
1,44,-321.9
1,45,-321.9
1,46,503.6
1,47,503.6
1,48,833.8
1,49,503.6
1,50,833.8
1,51,84.9
1,52,84.9
1,53,84.9
1,54,84.9
1,55,84.9
1,56,84.9
1,57,84.9
1,58,84.9
1,59,84.9
1,60,84.9
1,61,84.9
1,62,84.9
1,63,84.9
1,64,84.9
1,65,84.9
1,66,84.9
1,67,84.9
1,68,84.9
1,69,84.9
1,70,84.9
1,71,84.9
1,72,84.9
1,73,84.9
1,74,84.9
1,75,84.9
1,76,84.9
1,77,84.9
1,78,84.9
1,79,84.9
1,80,84.9
1,81,84.9
1,82,84.9
1,83,84.9
1,84,84.9
1,85,84.9
1,86,84.9
1,87,84.9
1,88,84.9
1,89,84.9
1,90,84.9
1,91,84.9
1,92,84.9
1,93,84.9
1,94,84.9
1,95,84.9
1,96,84.9
1,97,84.9
1,98,84.9
1,99,84.9
1,100,84.9
1,101,84.9
1,102,84.9
1,103,84.9
1,104,84.9
1,105,84.9
1,106,84.9
1,107,84.9
1,108,84.9
1,109,84.9
1,110,84.9
1,111,84.9
1,112,84.9
1,113,84.9
1,114,84.9
1,115,84.9
1,116,84.9
1,117,84.9
1,118,84.9
1,119,84.9
1,120,84.9
1,121,84.9
1,122,84.9
1,123,84.9
1,124,84.9
1,125,84.9
1,126,84.9
1,127,84.9
1,128,84.9
1,129,84.9
1,130,84.9
1,131,84.9
1,132,84.9
1,133,84.9
1,134,84.9
1,135,84.9
1,136,84.9
1,137,84.9
1,138,84.9
1,139,84.9
1,140,10734.9
1,141,6383.9
1,142,6383.9
1,143,6383.9
1,144,6383.9
1,145,6383.9
1,146,6383.9
1,147,6383.9
1,148,6383.9
1,149,6383.9
1,150,6383.9
1,151,6383.9
1,152,6383.9
1,153,6383.9
1,154,6383.9
1,155,6383.9
1,156,6383.9
1,157,6383.9
1,158,6383.9
1,159,6383.9
1,160,6383.9
1,161,6383.9
1,162,6383.9
1,163,6383.9
1,164,6383.9
1,165,6383.9
1,166,6383.9
1,167,6383.9
1,168,6383.9
1,169,6383.9
1,170,6383.9
1,171,6383.9
1,172,6383.9
1,173,6383.9
1,174,6383.9
1,175,6383.9
1,176,6383.9
1,177,6383.9
1,178,6383.9
1,179,6383.9
1,180,6383.9
1,181,6383.9
1,182,6383.9
1,183,6383.9
1,184,6383.9
1,185,6383.9
1,186,6383.9
1,187,6383.9
1,188,6383.9
1,189,6383.9
1,190,6383.9
1,191,6383.9
1,192,6383.9
1,193,6383.9
1,194,6383.9
1,195,6383.9
1,196,6383.9
1,197,6383.9
1,198,6383.9
1,199,6383.9
1,200,6383.9
1,201,6383.9
1,202,6383.9
1,203,6383.9
1,204,6383.9
1,205,6383.9
1,206,6383.9
1,207,21083.9
1,208,14220.4
1,209,12172.6
1,210,12080.6
1,211,12080.6
1,212,12080.6
1,213,12080.6
1,214,12080.6
1,215,12080.6
1,216,12080.6
1,217,12080.6
1,218,12080.6
1,219,12080.6
1,220,12080.6
1,221,12080.6
1,222,12080.6
1,223,12080.6
1,224,12080.6
1,225,12080.6
1,226,12080.6
1,227,12080.6
1,228,12080.6
1,229,12080.6
1,230,12080.6
1,231,12080.6
1,232,12080.6
1,233,12080.6
1,234,12080.6
1,235,12080.6
1,236,12080.6
1,237,12080.6
1,238,12080.6
1,239,12080.6
1,240,12080.6
1,241,12080.6
1,242,12080.6
1,243,12080.6
1,244,12080.6
1,245,12080.6
1,246,12080.6
1,247,12080.6
1,248,12080.6
1,249,12080.6
1,250,12080.6
1,251,12080.6
1,252,12080.6
1,253,12080.6
1,254,12080.6
1,255,12080.6
1,256,12080.6
1,257,12080.6
1,258,12080.6
1,259,12080.6
1,260,12080.6
1,261,12080.6
1,262,12080.6
1,263,12080.6
1,264,12080.6
1,265,12080.6
1,266,12080.6
1,267,12080.6
1,268,12080.6
1,269,12080.6
1,270,12080.6
1,271,12080.6
1,272,12080.6
1,273,12080.6
1,274,12080.6
1,275,12080.6
1,276,12080.6
1,277,12080.6
1,278,12080.6
1,279,12080.6
1,280,12080.6
1,281,12080.6
1,282,12080.6
1,283,12080.6
1,284,12080.6
1,285,12080.6
1,286,12080.6
1,287,12080.6
1,288,12080.6
1,289,12080.6
1,290,12080.6
1,291,12080.6
1,292,12080.6
1,293,12080.6
1,294,12080.6
1,295,12080.6
1,296,12080.6
1,297,12080.6
1,298,12080.6
1,299,12080.6
1,300,12080.6
