Period,Tick,NLV
1,1,0
1,2,0
1,3,0
1,4,0
1,5,0
1,6,0
1,7,0
1,8,0
1,9,0
1,10,0
1,11,0
1,12,0
1,13,0
1,14,0
1,15,0
1,16,0
1,17,0
1,18,23450
1,19,-1580
1,20,-21724
1,21,-19224
1,22,-17724
1,23,-17724
1,24,-16724
1,25,-16724
1,26,-17974
1,27,-19224
1,28,-19224
1,29,-23280
1,30,-23280
1,31,-23280
1,32,-23280
1,33,-23280
1,34,-23280
1,35,-23280
1,36,-23280
1,37,-23280
1,38,-23280
1,39,-23280
1,40,-23280
1,41,-23280
1,42,-23280
1,43,-23280
1,44,-23280
1,45,-23280
1,46,-23280
1,47,-23280
1,48,-23280
1,49,-23280
1,50,-23280
1,51,-23280
1,52,-23280
1,53,-23280
1,54,-23280
1,55,-23280
1,56,-23280
1,57,-23280
1,58,-23280
1,59,-23280
1,60,-23280
1,61,-23280
1,62,-23280
1,63,-23280
1,64,-23280
1,65,-23280
1,66,-23280
1,67,-23280
1,68,-23280
1,69,-23280
1,70,-23280
1,71,-23280
1,72,-23280
1,73,-23280
1,74,-23280
1,75,-23280
1,76,-23280
1,77,-23280
1,78,-23280
1,79,-23280
1,80,-23280
1,81,-23280
1,82,-23280
1,83,-23280
1,84,-23280
1,85,-23280
1,86,-23280
1,87,-23280
1,88,-23280
1,89,-23280
1,90,-23280
1,91,-23280
1,92,-23280
1,93,-23280
1,94,-23280
1,95,-23280
1,96,-23280
1,97,-23280
1,98,-23280
1,99,-23280
1,100,-23280
1,101,-23280
1,102,-23280
1,103,-23280
1,104,-23280
1,105,-23280
1,106,-23280
1,107,-23280
1,108,-23280
1,109,-23280
1,110,-23280
1,111,-23280
1,112,-23280
1,113,-23280
1,114,-23280
1,115,-23280
1,116,-23280
1,117,-23280
1,118,-23280
1,119,-23280
1,120,-23280
1,121,-23280
1,122,-23280
1,123,-23280
1,124,-23280
1,125,-23280
1,126,-23280
1,127,-23280
1,128,-23280
1,129,-23280
1,130,-23280
1,131,-23280
1,132,-23280
1,133,-23280
1,134,-23280
1,135,-23280
1,136,-23280
1,137,-8880
1,138,-15465
1,139,-15465
1,140,-15465
1,141,-15465
1,142,-15465
1,143,-15465
1,144,-15465
1,145,-15465
1,146,-15465
1,147,-15465
1,148,-15465
1,149,-15465
1,150,-15465
1,151,-15465
1,152,-15465
1,153,-15465
1,154,-15465
1,155,-15465
1,156,-15465
1,157,-15465
1,158,-15465
1,159,-15465
1,160,-15465
1,161,-15465
1,162,-15465
1,163,-15465
1,164,-15465
1,165,-15465
1,166,-15465
1,167,-15465
1,168,-15465
1,169,-15465
1,170,-15465
1,171,-15465
1,172,-15465
1,173,-15465
1,174,-15465
1,175,-15465
1,176,-15465
1,177,-15465
1,178,-15465
1,179,-15465
1,180,-15465
1,181,-15465
1,182,-15465
1,183,-15465
1,184,-15465
1,185,-15465
1,186,-15465
1,187,-15465
1,188,-15465
1,189,-15465
1,190,-15465
1,191,-15465
1,192,-15465
1,193,-15465
1,194,-15465
1,195,-15465
1,196,-15465
1,197,-15465
1,198,-15465
1,199,-15465
1,200,-15465
1,201,-15465
1,202,-15465
1,203,-15465
1,204,-15465
1,205,-15465
1,206,-15465
1,207,-15465
1,208,-15465
1,209,-15465
1,210,-15465
1,211,-15465
1,212,-15465
1,213,-15465
1,214,-15465
1,215,-15465
1,216,-15465
1,217,-15465
1,218,-15465
1,219,-15465
1,220,-15465
1,221,-15465
1,222,-15465
1,223,-15465
1,224,-15465
1,225,-15465
1,226,-15465
1,227,-15465
1,228,-15465
1,229,-15465
1,230,-15465
1,231,-15465
1,232,-15465
1,233,-15465
1,234,-15465
1,235,-15465
1,236,-15465
1,237,-15465
1,238,-15465
1,239,-15465
1,240,-15465
1,241,-15465
1,242,-15465
1,243,-15465
1,244,-15465
1,245,-15465
1,246,-15465
1,247,-15465
1,248,-15465
1,249,-15465
1,250,-15465
1,251,-15465
1,252,-15465
1,253,-15465
1,254,-15465
1,255,-15465
1,256,-15465
1,257,-15465
1,258,-15465
1,259,-15465
1,260,-15465
1,261,135
1,262,-7180
1,263,-7390
1,264,-7390
1,265,-7390
1,266,-7390
1,267,-7390
1,268,-7390
1,269,-7390
1,270,-7390
1,271,-7390
1,272,-7390
1,273,-7390
1,274,-7390
1,275,-7390
1,276,-7390
1,277,-7390
1,278,-7390
1,279,-7390
1,280,-7390
1,281,-7390
1,282,-7390
1,283,-7390
1,284,-7390
1,285,-7390
1,286,-7390
1,287,-7390
1,288,-7390
1,289,-7390
1,290,-7390
1,291,-7390
1,292,-7390
1,293,-7390
1,294,-7390
1,295,-7390
1,296,-7390
1,297,-7390
1,298,-7390
1,299,-7390
1,300,-7390
