Period,Tick,NLV
1,1,0
1,2,0
1,3,0
1,4,0
1,5,0
1,6,0
1,7,0
1,8,0
1,9,0
1,10,0
1,11,0
1,12,0
1,13,0
1,14,0
1,15,0
1,16,0
1,17,0
1,18,0
1,19,0
1,20,0
1,21,0
1,22,0
1,23,0
1,24,0
1,25,0
1,26,0
1,27,0
1,28,0
1,29,0
1,30,0
1,31,0
1,32,0
1,33,0
1,34,0
1,35,0
1,36,0
1,37,0
1,38,0
1,39,0
1,40,0
1,41,0
1,42,0
1,43,0
1,44,0
1,45,0
1,46,0
1,47,0
1,48,0
1,49,0
1,50,0
1,51,0
1,52,0
1,53,0
1,54,0
1,55,0
1,56,0
1,57,0
1,58,0
1,59,0
1,60,0
1,61,0
1,62,0
1,63,0
1,64,0
1,65,0
1,66,0
1,67,0
1,68,0
1,69,0
1,70,0
1,71,0
1,72,0
1,73,0
1,74,0
1,75,0
1,76,0
1,77,0
1,78,0
1,79,0
1,80,0
1,81,0
1,82,0
1,83,0
1,84,0
1,85,0
1,86,11040
1,87,3799
1,88,4005.4
1,89,4074.2
1,90,3969
1,91,3969
1,92,2323
1,93,349
1,94,349
1,95,-1600.2
1,96,-1600.2
1,97,-1600.2
1,98,-1600.2
1,99,-1600.2
1,100,-1444.6
1,101,-977.8
1,102,-977.8
1,103,-977.8
1,104,-977.8
1,105,-977.8
1,106,-977.8
1,107,-1133.4
1,108,-1630.4
1,109,-1630.4
1,110,-1630.4
1,111,-1630.4
1,112,-1630.4
1,113,-1630.4
1,114,-1630.4
1,115,-1630.4
1,116,-1630.4
1,117,-1630.4
1,118,-1630.4
1,119,-1630.4
1,120,-1630.4
1,121,-1630.4
1,122,-1630.4
1,123,-1630.4
1,124,-1630.4
1,125,-1630.4
1,126,-1630.4
1,127,-1630.4
1,128,-1630.4
1,129,-1630.4
1,130,-1630.4
1,131,-1630.4
1,132,-1630.4
1,133,-1630.4
1,134,-1630.4
1,135,-1630.4
1,136,-1630.4
1,137,-1630.4
1,138,-1630.4
1,139,-1630.4
1,140,-1630.4
1,141,-1630.4
1,142,-1630.4
1,143,-1630.4
1,144,-1630.4
1,145,12969.6
1,146,5652.6
1,147,5187.38
1,148,5207.38
1,149,5207.38
1,150,2921.6
1,151,3029.6
1,152,3029.6
1,153,3029.6
1,154,3029.6
1,155,3029.6
1,156,3029.6
1,157,3029.6
1,158,3029.6
1,159,3029.6
1,160,3029.6
1,161,3029.6
1,162,3029.6
1,163,3029.6
1,164,3029.6
1,165,3029.6
1,166,3029.6
1,167,3029.6
1,168,3029.6
1,169,3029.6
1,170,3029.6
1,171,3029.6
1,172,3029.6
1,173,3029.6
1,174,3029.6
1,175,3029.6
1,176,3029.6
1,177,3029.6
1,178,3029.6
1,179,3029.6
1,180,3029.6
1,181,3029.6
1,182,3029.6
1,183,3029.6
1,184,3029.6
1,185,3029.6
1,186,3029.6
1,187,3029.6
1,188,3029.6
1,189,3029.6
1,190,3029.6
1,191,3029.6
1,192,3029.6
1,193,3029.6
1,194,3029.6
1,195,3029.6
1,196,3029.6
1,197,3029.6
1,198,16429.6
1,199,9501.6
1,200,9452.8
1,201,9452.8
1,202,9452.8
1,203,9452.8
1,204,9452.8
1,205,9452.8
1,206,9452.8
1,207,9452.8
1,208,9452.8
1,209,9452.8
1,210,9452.8
1,211,9452.8
1,212,9452.8
1,213,9452.8
1,214,9452.8
1,215,9452.8
1,216,9452.8
1,217,9452.8
1,218,9452.8
1,219,9452.8
1,220,9452.8
1,221,9452.8
1,222,9452.8
1,223,9452.8
1,224,9452.8
1,225,9452.8
1,226,9452.8
1,227,9452.8
1,228,9452.8
1,229,9452.8
1,230,9452.8
1,231,9452.8
1,232,9452.8
1,233,9452.8
1,234,9452.8
1,235,9452.8
1,236,9452.8
1,237,9452.8
1,238,9452.8
1,239,9452.8
1,240,9452.8
1,241,9452.8
1,242,9452.8
1,243,9452.8
1,244,9452.8
1,245,9452.8
1,246,9452.8
1,247,9452.8
1,248,9452.8
1,249,9452.8
1,250,9452.8
1,251,9452.8
1,252,9452.8
1,253,9452.8
1,254,9452.8
1,255,9452.8
1,256,9452.8
1,257,9452.8
1,258,9452.8
1,259,9452.8
1,260,9452.8
1,261,9452.8
1,262,9452.8
1,263,9452.8
1,264,9452.8
1,265,9452.8
1,266,9452.8
1,267,9452.8
1,268,9452.8
1,269,9452.8
1,270,9452.8
1,271,9452.8
1,272,9452.8
1,273,9452.8
1,274,9452.8
1,275,9452.8
1,276,9452.8
1,277,9452.8
1,278,9452.8
1,279,9452.8
1,280,9452.8
1,281,9452.8
1,282,9452.8
1,283,9452.8
1,284,9452.8
1,285,9452.8
1,286,9452.8
1,287,9452.8
1,288,9452.8
1,289,9452.8
1,290,9452.8
1,291,9452.8
1,292,9452.8
1,293,9452.8
1,294,9452.8
1,295,9452.8
1,296,9452.8
1,297,9452.8
1,298,9452.8
1,299,9452.8
1,300,9452.8
