Tick,Tender ID,Ticker,Action,Quantity,Price,Expires,source_file,mid_at_tick,spread_top_at_tick
147,1601,TAME,SELL,73000,25.04,177,simulation_run_s374_20260424_054152.xlsx,24.775,0.029999999999997584
205,2401,TAME,SELL,66000,25.31,235,simulation_run_s374_20260424_054152.xlsx,25.105,0.00999999999999801
265,3201,CRZY,BUY,66000,9.86,295,simulation_run_s374_20260424_054152.xlsx,10.065000000000001,0.02999999999999936
24,1,CRZY,SELL,66000,10.34,54,simulation_run_s375_20260412_142200.xlsx,10.065000000000001,0.02999999999999936
85,801,TAME,BUY,68000,23.8,115,simulation_run_s375_20260412_142200.xlsx,23.985,0.07000000000000028
140,1601,CRZY,SELL,67000,10.5,170,simulation_run_s375_20260412_142200.xlsx,10.3,0.02000000000000135
199,2401,TAME,SELL,69000,23.99,229,simulation_run_s375_20260412_142200.xlsx,23.79,0.019999999999999574
257,3201,TAME,SELL,67000,23.79,287,simulation_run_s375_20260412_142200.xlsx,23.705,0.010000000000001563
16,1,CRZY,SELL,69000,10.32,46,simulation_run_s375_20260419_042852.xlsx,9.965,0.009999999999999787
84,801,CRZY,SELL,70000,9.8,114,simulation_run_s375_20260419_042852.xlsx,9.7,0.0600000000000005
139,1601,CRZY,SELL,73000,9.99,169,simulation_run_s375_20260419_042852.xlsx,9.73,0.019999999999999574
209,2401,CRZY,SELL,74000,9.74,239,simulation_run_s375_20260419_042852.xlsx,9.695,0.009999999999999787
264,3201,TAME,SELL,70000,26.46,294,simulation_run_s375_20260419_042852.xlsx,26.185000000000002,0.05000000000000071
26,1,TAME,SELL,72000,25.28,56,simulation_run_s375_20260424_054754.xlsx,25.085,0.010000000000001563
86,801,CRZY,BUY,75000,10.24,117,simulation_run_s375_20260424_054754.xlsx,10.504999999999999,0.049999999999998934
141,1601,TAME,BUY,70000,25.88,171,simulation_run_s375_20260424_054754.xlsx,26.055,0.04999999999999716
204,2401,CRZY,SELL,70000,10.41,234,simulation_run_s375_20260424_054754.xlsx,10.285,0.030000000000001137
269,3201,TAME,BUY,67000,26.65,299,simulation_run_s375_20260424_054754.xlsx,26.8,0.03999999999999915
26,1,CRZY,BUY,67000,9.96,56,simulation_run_s376_20260412_142803.xlsx,10.235,0.02999999999999936
82,801,CRZY,BUY,72000,10.14,112,simulation_run_s376_20260412_142803.xlsx,10.254999999999999,0.02999999999999936
136,1601,TAME,BUY,72000,25.04,166,simulation_run_s376_20260412_142803.xlsx,25.235,0.00999999999999801
197,2401,TAME,BUY,66000,25.17,228,simulation_run_s376_20260412_142803.xlsx,25.395,0.00999999999999801
270,3201,TAME,BUY,71000,25.1,300,simulation_run_s376_20260412_142803.xlsx,25.314999999999998,0.010000000000001563
25,1,CRZY,SELL,69000,10.06,55,simulation_run_s376_20260419_043453.xlsx,9.855,0.009999999999999787
78,801,TAME,BUY,70000,23.53,108,simulation_run_s376_20260419_043453.xlsx,23.814999999999998,0.029999999999997584
141,1601,CRZY,BUY,74000,10.1,171,simulation_run_s376_20260419_043453.xlsx,10.25,0.019999999999999574
206,2401,TAME,SELL,65000,23.07,236,simulation_run_s376_20260419_043453.xlsx,23.045,0.010000000000001563
265,3201,CRZY,SELL,70000,10.97,295,simulation_run_s376_20260419_043453.xlsx,10.715,0.07000000000000028
28,1,TAME,SELL,70000,24.83,58,simulation_run_s376_20260424_055356.xlsx,24.725,0.010000000000001563
75,801,CRZY,SELL,74000,9.86,105,simulation_run_s376_20260424_055356.xlsx,9.690000000000001,0.09999999999999964
137,1601,TAME,BUY,72000,24.35,167,simulation_run_s376_20260424_055356.xlsx,24.645,0.030000000000001137
204,2401,CRZY,SELL,67000,10.06,234,simulation_run_s376_20260424_055356.xlsx,9.835,0.02999999999999936
269,3201,TAME,SELL,73000,25.72,299,simulation_run_s376_20260424_055356.xlsx,25.479999999999997,0.019999999999999574
22,1,CRZY,BUY,72000,9.75,52,simulation_run_s377_20260412_143404.xlsx,9.98,0.019999999999999574
76,801,TAME,SELL,67000,25.9,106,simulation_run_s377_20260412_143404.xlsx,25.855,0.030000000000001137
142,1601,CRZY,SELL,74000,9.65,172,simulation_run_s377_20260412_143404.xlsx,9.39,0.019999999999999574
210,2401,TAME,BUY,72000,25.61,240,simulation_run_s377_20260412_143404.xlsx,25.740000000000002,0.0400000000000027
265,3201,TAME,BUY,66000,25.94,295,simulation_run_s377_20260412_143404.xlsx,26.215,0.030000000000001137
18,1,TAME,BUY,74000,24.85,48,simulation_run_s377_20260419_044056.xlsx,25.055,0.07000000000000028
83,801,CRZY,SELL,70000,10.01,113,simulation_run_s377_20260419_044056.xlsx,9.754999999999999,0.009999999999999787
138,1601,CRZY,SELL,69000,10.02,168,simulation_run_s377_20260419_044056.xlsx,9.969999999999999,0.040000000000000924
202,2401,TAME,SELL,69000,24.89,232,simulation_run_s377_20260419_044056.xlsx,24.59,0.03999999999999915
270,3201,CRZY,SELL,71000,10.28,300,simulation_run_s377_20260419_044056.xlsx,10.115,0.05000000000000071
29,1,CRZY,BUY,65000,10.03,59,simulation_run_s377_20260424_055958.xlsx,10.215,0.009999999999999787
89,801,TAME,SELL,71000,25.51,119,simulation_run_s377_20260424_055958.xlsx,25.225,0.07000000000000028
140,1601,CRZY,BUY,68000,9.85,170,simulation_run_s377_20260424_055958.xlsx,10.07,0.019999999999999574
201,2401,TAME,SELL,73000,25.29,231,simulation_run_s377_20260424_055958.xlsx,25.14,0.019999999999999574
266,3201,CRZY,BUY,67000,10.69,296,simulation_run_s377_20260424_055958.xlsx,11.02,0.11999999999999922
30,1,CRZY,SELL,67000,10.38,60,simulation_run_s378_20260412_144006.xlsx,10.17,0.03999999999999915
77,801,TAME,BUY,71000,23.36,107,simulation_run_s378_20260412_144006.xlsx,23.675,0.030000000000001137
144,1601,TAME,BUY,69000,23.27,174,simulation_run_s378_20260412_144006.xlsx,23.425,0.00999999999999801
204,2401,CRZY,SELL,75000,11.0,234,simulation_run_s378_20260412_144006.xlsx,10.965,0.009999999999999787
257,3201,CRZY,SELL,71000,11.53,287,simulation_run_s378_20260412_144006.xlsx,11.219999999999999,0.040000000000000924
25,1,TAME,SELL,69000,25.1,55,simulation_run_s378_20260419_044658.xlsx,24.92,0.019999999999999574
89,801,CRZY,BUY,69000,9.43,119,simulation_run_s378_20260419_044658.xlsx,9.77,0.019999999999999574
137,1601,CRZY,BUY,69000,9.56,167,simulation_run_s378_20260419_044658.xlsx,9.725000000000001,0.009999999999999787
202,2401,TAME,SELL,71000,24.62,232,simulation_run_s378_20260419_044658.xlsx,24.6,0.019999999999999574
255,3201,CRZY,SELL,66000,9.39,285,simulation_run_s378_20260419_044658.xlsx,9.094999999999999,0.009999999999999787
19,1,CRZY,SELL,72000,10.05,49,simulation_run_s378_20260424_060600.xlsx,9.925,0.009999999999999787
76,801,TAME,SELL,70000,26.4,106,simulation_run_s378_20260424_060600.xlsx,26.235,0.030000000000001137
140,1601,TAME,SELL,70000,26.28,170,simulation_run_s378_20260424_060600.xlsx,26.045,0.029999999999997584
204,2401,TAME,SELL,67000,26.41,234,simulation_run_s378_20260424_060600.xlsx,26.16,0.03999999999999915
257,3201,CRZY,BUY,70000,9.11,287,simulation_run_s378_20260424_060600.xlsx,9.295,0.030000000000001137
20,1,TAME,SELL,74000,25.48,50,simulation_run_s379_20260412_144609.xlsx,25.28,0.120000000000001
76,801,TAME,SELL,68000,26.65,106,simulation_run_s379_20260412_144609.xlsx,26.575,0.10999999999999943
147,1601,CRZY,SELL,67000,10.32,177,simulation_run_s379_20260412_144609.xlsx,10.01,0.03999999999999915
198,2401,TAME,BUY,73000,25.82,228,simulation_run_s379_20260412_144609.xlsx,26.035,0.00999999999999801
264,3201,TAME,BUY,72000,26.36,294,simulation_run_s379_20260412_144609.xlsx,26.509999999999998,0.019999999999999574
25,1,CRZY,BUY,67000,9.97,55,simulation_run_s379_20260419_045259.xlsx,10.2,0.02000000000000135
81,801,TAME,SELL,72000,26.45,111,simulation_run_s379_20260419_045259.xlsx,26.259999999999998,0.019999999999999574
144,1601,TAME,SELL,66000,27.06,174,simulation_run_s379_20260419_045259.xlsx,27.020000000000003,0.019999999999999574
209,2401,CRZY,SELL,67000,11.53,239,simulation_run_s379_20260419_045259.xlsx,11.274999999999999,0.009999999999999787
267,3201,TAME,SELL,72000,28.19,296,simulation_run_s379_20260419_045259.xlsx,28.009999999999998,0.0400000000000027
16,1,CRZY,SELL,68000,10.12,46,simulation_run_s379_20260424_061203.xlsx,9.885,0.030000000000001137
79,801,CRZY,SELL,68000,10.03,109,simulation_run_s379_20260424_061203.xlsx,9.875,0.05000000000000071
148,1601,CRZY,SELL,71000,10.26,178,simulation_run_s379_20260424_061203.xlsx,9.96,0.02000000000000135
209,2401,TAME,BUY,73000,23.15,239,simulation_run_s379_20260424_061203.xlsx,23.355,0.030000000000001137
266,3201,TAME,BUY,66000,23.7,296,simulation_run_s379_20260424_061203.xlsx,23.814999999999998,0.029999999999997584
29,81,TAME,BUY,68000,24.77,59,simulation_run_s37_20260407_165711.xlsx,25.005000000000003,0.010000000000001563
85,881,CRZY,SELL,72000,10.19,115,simulation_run_s37_20260407_165711.xlsx,10.05,0.040000000000000924
148,1681,CRZY,SELL,74000,10.28,178,simulation_run_s37_20260407_165711.xlsx,10.065000000000001,0.02999999999999936
203,2481,TAME,SELL,73000,25.7,233,simulation_run_s37_20260407_165711.xlsx,25.465,0.00999999999999801
256,3281,CRZY,SELL,72000,11.15,286,simulation_run_s37_20260407_165711.xlsx,11.010000000000002,0.08000000000000007
25,81,TAME,BUY,65000,25.01,55,simulation_run_s37_20260408_234442.xlsx,25.16,0.020000000000003126
87,881,CRZY,SELL,66000,10.41,117,simulation_run_s37_20260408_234442.xlsx,10.22,0.019999999999999574
147,1681,CRZY,SELL,68000,10.46,177,simulation_run_s37_20260408_234442.xlsx,10.21,0.040000000000000924
206,2481,TAME,BUY,74000,24.5,236,simulation_run_s37_20260408_234442.xlsx,24.814999999999998,0.05000000000000071
266,3281,CRZY,BUY,72000,9.92,296,simulation_run_s37_20260408_234442.xlsx,10.085,0.02999999999999936
16,1,TAME,SELL,69000,25.16,46,simulation_run_s37_20260411_035807.xlsx,24.875,0.030000000000001137
83,801,CRZY,BUY,67000,9.4,113,simulation_run_s37_20260411_035807.xlsx,9.735,0.02999999999999936
141,1601,TAME,BUY,75000,25.87,172,simulation_run_s37_20260411_035807.xlsx,26.05,0.03999999999999915
195,2401,CRZY,SELL,72000,10.24,225,simulation_run_s37_20260411_035807.xlsx,10.09,0.05999999999999872
260,3201,TAME,BUY,68000,25.01,290,simulation_run_s37_20260411_035807.xlsx,25.17,0.05999999999999872
19,1,CRZY,BUY,72000,9.71,49,simulation_run_s37_20260413_053307.xlsx,9.935,0.05000000000000071
80,801,TAME,SELL,67000,24.41,110,simulation_run_s37_20260413_053307.xlsx,24.165,0.030000000000001137
141,1601,TAME,SELL,69000,23.75,171,simulation_run_s37_20260413_053307.xlsx,23.744999999999997,0.010000000000001563
202,2401,TAME,SELL,67000,23.83,232,simulation_run_s37_20260413_053307.xlsx,23.560000000000002,0.019999999999999574
257,3201,CRZY,SELL,65000,10.15,287,simulation_run_s37_20260413_053307.xlsx,9.95,0.02000000000000135
17,1,TAME,BUY,72000,24.46,47,simulation_run_s37_20260413_202030.xlsx,24.735,0.030000000000001137
90,801,CRZY,BUY,74000,9.89,120,simulation_run_s37_20260413_202030.xlsx,10.0,0.03999999999999915
141,1601,TAME,BUY,74000,25.08,171,simulation_run_s37_20260413_202030.xlsx,25.265,0.00999999999999801
204,2401,TAME,BUY,71000,25.18,234,simulation_run_s37_20260413_202030.xlsx,25.42,0.05999999999999872
266,3201,CRZY,BUY,70000,10.44,296,simulation_run_s37_20260413_202030.xlsx,10.67,0.03999999999999915
17,1,TAME,SELL,65000,25.31,47,simulation_run_s37_20260415_075056.xlsx,24.965,0.00999999999999801
75,801,TAME,SELL,69000,24.64,105,simulation_run_s37_20260415_075056.xlsx,24.505000000000003,0.010000000000001563
136,1601,CRZY,SELL,71000,10.84,166,simulation_run_s37_20260415_075056.xlsx,10.605,0.009999999999999787
204,2401,TAME,SELL,71000,24.84,234,simulation_run_s37_20260415_075056.xlsx,24.810000000000002,0.019999999999999574
265,3201,CRZY,SELL,67000,11.09,295,simulation_run_s37_20260415_075056.xlsx,10.809999999999999,0.0600000000000005
30,1,TAME,BUY,72000,25.09,60,simulation_run_s37_20260417_035354.xlsx,25.355,0.00999999999999801
89,801,CRZY,BUY,67000,9.56,119,simulation_run_s37_20260417_035354.xlsx,9.684999999999999,0.13000000000000078
144,1601,CRZY,BUY,71000,9.65,174,simulation_run_s37_20260417_035354.xlsx,9.82,0.03999999999999915
203,2401,CRZY,BUY,68000,9.69,233,simulation_run_s37_20260417_035354.xlsx,9.915,0.02999999999999936
260,3201,TAME,BUY,70000,23.86,290,simulation_run_s37_20260417_035354.xlsx,24.085,0.030000000000001137
25,1,TAME,SELL,68000,25.46,55,simulation_run_s37_20260417_165220.xlsx,25.125,0.030000000000001137
88,801,CRZY,SELL,72000,9.71,118,simulation_run_s37_20260417_165220.xlsx,9.51,0.16000000000000014
149,1601,TAME,SELL,69000,25.19,179,simulation_run_s37_20260417_165220.xlsx,24.975,0.010000000000001563
201,2401,CRZY,SELL,68000,9.25,231,simulation_run_s37_20260417_165220.xlsx,9.235,0.049999999999998934
266,3201,TAME,SELL,70000,25.22,296,simulation_run_s37_20260417_165220.xlsx,24.96,0.019999999999999574
21,1,CRZY,BUY,67000,9.79,51,simulation_run_s37_20260420_000521.xlsx,10.065000000000001,0.02999999999999936
84,801,TAME,SELL,74000,25.17,114,simulation_run_s37_20260420_000521.xlsx,25.009999999999998,0.019999999999999574
136,1601,CRZY,SELL,74000,11.09,166,simulation_run_s37_20260420_000521.xlsx,10.985,0.009999999999999787
206,2401,TAME,SELL,65000,27.45,236,simulation_run_s37_20260420_000521.xlsx,27.205,0.010000000000001563
257,3201,CRZY,BUY,67000,11.99,287,simulation_run_s37_20260420_000521.xlsx,12.225000000000001,0.009999999999999787
17,1,CRZY,BUY,74000,9.73,47,simulation_run_s37_20260421_150621.xlsx,10.02,0.0600000000000005
84,801,TAME,BUY,72000,24.2,114,simulation_run_s37_20260421_150621.xlsx,24.354999999999997,0.05000000000000071
136,1601,CRZY,BUY,73000,9.84,166,simulation_run_s37_20260421_150621.xlsx,10.015,0.02999999999999936
209,2401,TAME,BUY,72000,24.91,239,simulation_run_s37_20260421_150621.xlsx,25.11,0.019999999999999574
264,3201,TAME,BUY,65000,25.67,294,simulation_run_s37_20260421_150621.xlsx,25.905,0.010000000000001563
29,1,TAME,BUY,71000,25.23,59,simulation_run_s37_20260422_055955.xlsx,25.59,0.03999999999999915
75,801,CRZY,SELL,69000,10.6,105,simulation_run_s37_20260422_055955.xlsx,10.335,0.009999999999999787
135,1601,TAME,SELL,73000,26.45,165,simulation_run_s37_20260422_055955.xlsx,26.435000000000002,0.029999999999997584
208,2401,CRZY,SELL,74000,9.96,238,simulation_run_s37_20260422_055955.xlsx,9.715,0.009999999999999787
261,3201,CRZY,SELL,68000,9.29,291,simulation_run_s37_20260422_055955.xlsx,9.105,0.009999999999999787
18,1,CRZY,SELL,70000,10.18,48,simulation_run_s37_20260422_193503.xlsx,10.004999999999999,0.009999999999999787
89,801,TAME,BUY,73000,24.54,120,simulation_run_s37_20260422_193503.xlsx,24.865000000000002,0.010000000000001563
139,1601,TAME,BUY,74000,24.89,169,simulation_run_s37_20260422_193503.xlsx,25.08,0.019999999999999574
201,2401,CRZY,SELL,69000,9.97,231,simulation_run_s37_20260422_193503.xlsx,9.934999999999999,0.009999999999999787
258,3201,CRZY,SELL,66000,10.24,288,simulation_run_s37_20260422_193503.xlsx,9.945,0.009999999999999787
25,1,CRZY,SELL,72000,10.19,55,simulation_run_s380_20260412_145211.xlsx,9.9,0.03999999999999915
86,801,TAME,BUY,73000,24.61,116,simulation_run_s380_20260412_145211.xlsx,24.84,0.03999999999999915
142,1601,TAME,BUY,73000,24.9,172,simulation_run_s380_20260412_145211.xlsx,24.994999999999997,0.010000000000001563
200,2401,TAME,BUY,68000,24.76,230,simulation_run_s380_20260412_145211.xlsx,24.895,0.07000000000000028
262,3201,CRZY,SELL,68000,9.33,292,simulation_run_s380_20260412_145211.xlsx,9.155000000000001,0.02999999999999936
29,1,TAME,BUY,68000,24.63,59,simulation_run_s380_20260419_045901.xlsx,24.875,0.030000000000001137
76,801,CRZY,SELL,74000,9.65,106,simulation_run_s380_20260419_045901.xlsx,9.6,0.019999999999999574
149,1601,CRZY,SELL,68000,10.27,179,simulation_run_s380_20260419_045901.xlsx,9.95,0.0600000000000005
202,2401,TAME,BUY,70000,24.32,232,simulation_run_s380_20260419_045901.xlsx,24.505000000000003,0.010000000000001563
261,3201,CRZY,BUY,71000,9.59,291,simulation_run_s380_20260419_045901.xlsx,9.855,0.009999999999999787
22,1,CRZY,SELL,75000,10.23,52,simulation_run_s380_20260424_061804.xlsx,10.094999999999999,0.049999999999998934
82,801,CRZY,SELL,67000,10.28,112,simulation_run_s380_20260424_061804.xlsx,10.08,0.120000000000001
136,1601,CRZY,SELL,66000,10.78,166,simulation_run_s380_20260424_061804.xlsx,10.475,0.10999999999999943
208,2401,TAME,SELL,74000,26.25,238,simulation_run_s380_20260424_061804.xlsx,26.07,0.019999999999999574
256,3201,CRZY,BUY,70000,10.13,286,simulation_run_s380_20260424_061804.xlsx,10.355,0.05000000000000071
25,1,CRZY,SELL,71000,10.0,55,simulation_run_s381_20260419_050503.xlsx,9.875,0.010000000000001563
84,801,CRZY,SELL,74000,9.98,114,simulation_run_s381_20260419_050503.xlsx,9.83,0.019999999999999574
147,1601,CRZY,SELL,71000,9.48,177,simulation_run_s381_20260419_050503.xlsx,9.254999999999999,0.049999999999998934
199,2401,CRZY,SELL,68000,9.16,229,simulation_run_s381_20260419_050503.xlsx,8.915,0.009999999999999787
258,3201,TAME,BUY,71000,23.35,288,simulation_run_s381_20260419_050503.xlsx,23.555,0.00999999999999801
24,1,CRZY,SELL,68000,10.1,54,simulation_run_s381_20260412_145813.xlsx,9.93,0.08000000000000007
84,801,TAME,BUY,67000,24.18,114,simulation_run_s381_20260412_145813.xlsx,24.455,0.029999999999997584
143,1601,TAME,BUY,69000,23.46,173,simulation_run_s381_20260412_145813.xlsx,23.665,0.010000000000001563
199,2401,CRZY,SELL,70000,9.85,229,simulation_run_s381_20260412_145813.xlsx,9.715,0.05000000000000071
264,3201,TAME,BUY,74000,23.21,294,simulation_run_s381_20260412_145813.xlsx,23.425,0.00999999999999801
16,1,CRZY,SELL,69000,10.05,46,simulation_run_s381_20260424_062407.xlsx,10.0,0.019999999999999574
87,801,TAME,SELL,65000,25.52,117,simulation_run_s381_20260424_062407.xlsx,25.23,0.060000000000002274
146,1601,CRZY,SELL,68000,9.98,176,simulation_run_s381_20260424_062407.xlsx,9.705,0.05000000000000071
209,2401,TAME,SELL,73000,25.38,239,simulation_run_s381_20260424_062407.xlsx,25.16,0.03999999999999915
266,3201,CRZY,BUY,75000,9.2,297,simulation_run_s381_20260424_062407.xlsx,9.405000000000001,0.02999999999999936
29,1,TAME,BUY,69000,24.96,59,simulation_run_s382_20260412_150415.xlsx,25.07,0.060000000000002274
82,801,CRZY,SELL,68000,10.92,112,simulation_run_s382_20260412_150415.xlsx,10.690000000000001,0.0600000000000005
138,1601,CRZY,SELL,70000,10.95,168,simulation_run_s382_20260412_150415.xlsx,10.695,0.030000000000001137
201,2401,TAME,BUY,68000,24.88,232,simulation_run_s382_20260412_150415.xlsx,25.175,0.00999999999999801
256,3201,CRZY,BUY,68000,11.5,286,simulation_run_s382_20260412_150415.xlsx,11.655000000000001,0.009999999999999787
22,1,TAME,SELL,72000,25.43,52,simulation_run_s382_20260419_051106.xlsx,25.115000000000002,0.029999999999997584
90,801,CRZY,BUY,74000,10.35,120,simulation_run_s382_20260419_051106.xlsx,10.614999999999998,0.009999999999999787
141,1601,CRZY,BUY,68000,10.45,171,simulation_run_s382_20260419_051106.xlsx,10.565000000000001,0.009999999999999787
198,2401,TAME,BUY,66000,25.6,228,simulation_run_s382_20260419_051106.xlsx,25.785,0.07000000000000028
264,3201,CRZY,SELL,67000,10.88,294,simulation_run_s382_20260419_051106.xlsx,10.705,0.030000000000001137
25,1,CRZY,SELL,75000,9.97,55,simulation_run_s382_20260424_063008.xlsx,9.91,0.019999999999999574
79,801,TAME,BUY,68000,26.25,109,simulation_run_s382_20260424_063008.xlsx,26.515,0.14999999999999858
136,1601,CRZY,BUY,68000,9.05,166,simulation_run_s382_20260424_063008.xlsx,9.440000000000001,0.040000000000000924
196,2401,CRZY,BUY,69000,8.87,226,simulation_run_s382_20260424_063008.xlsx,9.055,0.05000000000000071
255,3201,TAME,SELL,69000,28.22,285,simulation_run_s382_20260424_063008.xlsx,28.035,0.00999999999999801
17,1,TAME,SELL,69000,25.24,47,simulation_run_s383_20260412_151017.xlsx,24.97,0.03999999999999915
82,801,TAME,SELL,73000,25.05,112,simulation_run_s383_20260412_151017.xlsx,24.865000000000002,0.05000000000000071
138,1601,TAME,SELL,71000,24.72,168,simulation_run_s383_20260412_151017.xlsx,24.595,0.010000000000001563
200,2401,CRZY,BUY,66000,9.9,230,simulation_run_s383_20260412_151017.xlsx,10.125,0.030000000000001137
264,3201,TAME,BUY,69000,24.41,294,simulation_run_s383_20260412_151017.xlsx,24.525,0.029999999999997584
22,1,CRZY,SELL,67000,10.42,52,simulation_run_s383_20260419_051708.xlsx,10.114999999999998,0.009999999999999787
85,801,TAME,BUY,72000,24.75,115,simulation_run_s383_20260419_051708.xlsx,25.005000000000003,0.010000000000001563
136,1601,CRZY,BUY,65000,10.46,166,simulation_run_s383_20260419_051708.xlsx,10.61,0.0600000000000005
202,2401,TAME,BUY,69000,25.68,232,simulation_run_s383_20260419_051708.xlsx,25.84,0.020000000000003126
262,3201,CRZY,SELL,71000,11.16,292,simulation_run_s383_20260419_051708.xlsx,11.0,0.019999999999999574
18,1,CRZY,SELL,66000,10.33,48,simulation_run_s383_20260424_063611.xlsx,10.02,0.019999999999999574
89,801,TAME,BUY,68000,23.94,119,simulation_run_s383_20260424_063611.xlsx,24.185000000000002,0.010000000000001563
149,1601,TAME,BUY,69000,23.97,179,simulation_run_s383_20260424_063611.xlsx,24.09,0.020000000000003126
210,2401,TAME,BUY,73000,23.27,240,simulation_run_s383_20260424_063611.xlsx,23.384999999999998,0.010000000000001563
263,3201,CRZY,SELL,66000,10.85,293,simulation_run_s383_20260424_063611.xlsx,10.64,0.040000000000000924
23,1,TAME,SELL,68000,25.05,53,simulation_run_s384_20260412_151619.xlsx,24.77,0.060000000000002274
83,801,CRZY,BUY,66000,9.87,113,simulation_run_s384_20260412_151619.xlsx,10.145,0.009999999999999787
136,1601,CRZY,BUY,68000,10.18,166,simulation_run_s384_20260412_151619.xlsx,10.32,0.03999999999999915
201,2401,TAME,SELL,67000,24.5,231,simulation_run_s384_20260412_151619.xlsx,24.46,0.019999999999999574
257,3201,TAME,SELL,71000,24.55,287,simulation_run_s384_20260412_151619.xlsx,24.29,0.05999999999999872
16,1,TAME,SELL,70000,25.25,46,simulation_run_s384_20260419_052310.xlsx,25.045,0.029999999999997584
82,801,CRZY,BUY,72000,9.53,112,simulation_run_s384_20260419_052310.xlsx,9.85,0.019999999999999574
139,1601,TAME,BUY,70000,24.75,169,simulation_run_s384_20260419_052310.xlsx,24.945,0.07000000000000028
199,2401,CRZY,SELL,67000,9.69,229,simulation_run_s384_20260419_052310.xlsx,9.695,0.05000000000000071
259,3201,TAME,SELL,67000,24.57,289,simulation_run_s384_20260419_052310.xlsx,24.259999999999998,0.019999999999999574
20,1,CRZY,BUY,75000,10.0,50,simulation_run_s384_20260424_064213.xlsx,10.21,0.0600000000000005
83,801,TAME,SELL,71000,25.23,113,simulation_run_s384_20260424_064213.xlsx,25.0,0.060000000000002274
136,1601,CRZY,SELL,67000,10.01,166,simulation_run_s384_20260424_064213.xlsx,9.975000000000001,0.009999999999999787
198,2401,CRZY,SELL,70000,10.34,228,simulation_run_s384_20260424_064213.xlsx,10.045,0.030000000000001137
265,3201,TAME,SELL,74000,23.43,295,simulation_run_s384_20260424_064213.xlsx,23.15,0.120000000000001
21,1,CRZY,SELL,69000,10.05,51,simulation_run_s385_20260412_152221.xlsx,9.82,0.019999999999999574
88,801,TAME,BUY,68000,24.84,118,simulation_run_s385_20260412_152221.xlsx,25.119999999999997,0.019999999999999574
142,1601,CRZY,BUY,69000,10.2,172,simulation_run_s385_20260412_152221.xlsx,10.395,0.009999999999999787
209,2401,TAME,SELL,71000,23.27,239,simulation_run_s385_20260412_152221.xlsx,23.15,0.019999999999999574
270,3201,CRZY,BUY,69000,9.89,300,simulation_run_s385_20260412_152221.xlsx,10.1,0.03999999999999915
20,1,CRZY,SELL,69000,10.29,50,simulation_run_s385_20260419_052912.xlsx,10.030000000000001,0.040000000000000924
88,801,TAME,SELL,69000,24.4,118,simulation_run_s385_20260419_052912.xlsx,24.235,0.05000000000000071
143,1601,TAME,SELL,74000,24.78,173,simulation_run_s385_20260419_052912.xlsx,24.525,0.010000000000001563
197,2401,CRZY,BUY,74000,9.03,227,simulation_run_s385_20260419_052912.xlsx,9.26,0.019999999999999574
255,3201,TAME,BUY,74000,23.7,285,simulation_run_s385_20260419_052912.xlsx,23.805,0.030000000000001137
24,1,CRZY,BUY,70000,9.82,54,simulation_run_s385_20260424_064815.xlsx,10.059999999999999,0.040000000000000924
79,801,TAME,SELL,74000,25.38,109,simulation_run_s385_20260424_064815.xlsx,25.13,0.03999999999999915
139,1601,CRZY,BUY,67000,10.32,169,simulation_run_s385_20260424_064815.xlsx,10.559999999999999,0.08000000000000007
204,2401,TAME,BUY,70000,26.3,234,simulation_run_s385_20260424_064815.xlsx,26.3,0.03999999999999915
266,3201,TAME,BUY,72000,25.87,296,simulation_run_s385_20260424_064815.xlsx,26.155,0.010000000000001563
15,1,CRZY,SELL,75000,10.01,45,simulation_run_s386_20260412_152824.xlsx,9.75,0.05999999999999872
81,801,CRZY,SELL,65000,10.17,111,simulation_run_s386_20260412_152824.xlsx,9.99,0.120000000000001
148,1601,TAME,SELL,71000,24.68,178,simulation_run_s386_20260412_152824.xlsx,24.41,0.03999999999999915
207,2401,CRZY,BUY,65000,9.69,237,simulation_run_s386_20260412_152824.xlsx,9.844999999999999,0.02999999999999936
269,3201,CRZY,BUY,74000,9.46,299,simulation_run_s386_20260412_152824.xlsx,9.545,0.07000000000000028
15,1,CRZY,SELL,67000,10.24,45,simulation_run_s386_20260419_053514.xlsx,10.024999999999999,0.009999999999999787
83,801,TAME,BUY,72000,24.56,113,simulation_run_s386_20260419_053514.xlsx,24.814999999999998,0.010000000000001563
148,1601,TAME,BUY,70000,23.37,178,simulation_run_s386_20260419_053514.xlsx,23.64,0.0799999999999983
205,2401,CRZY,BUY,68000,9.77,235,simulation_run_s386_20260419_053514.xlsx,9.96,0.02000000000000135
266,3201,CRZY,BUY,65000,10.0,296,simulation_run_s386_20260419_053514.xlsx,10.09,0.019999999999999574
29,1,TAME,SELL,68000,25.33,59,simulation_run_s386_20260424_065417.xlsx,25.125,0.00999999999999801
87,801,CRZY,BUY,69000,10.06,117,simulation_run_s386_20260424_065417.xlsx,10.375,0.030000000000001137
144,1601,CRZY,BUY,69000,10.1,174,simulation_run_s386_20260424_065417.xlsx,10.27,0.019999999999999574
198,2401,TAME,SELL,65000,25.08,228,simulation_run_s386_20260424_065417.xlsx,25.060000000000002,0.019999999999999574
268,3201,TAME,SELL,74000,25.33,298,simulation_run_s386_20260424_065417.xlsx,25.035,0.00999999999999801
