Tick,Tender ID,Ticker,Action,Quantity,Price,Expires,source_file,mid_at_tick,spread_top_at_tick
25,81,CRZY,BUY,71000,9.71,55,simulation_run_s01_20260401_232756.xlsx,9.94,0.019999999999999574
85,881,TAME,SELL,75000,25.54,115,simulation_run_s01_20260401_232756.xlsx,25.445,0.07000000000000028
148,1681,CRZY,SELL,74000,10.64,178,simulation_run_s01_20260401_232756.xlsx,10.32,0.0600000000000005
207,2481,TAME,BUY,66000,25.55,237,simulation_run_s01_20260401_232756.xlsx,25.67,0.05999999999999872
258,3281,TAME,BUY,65000,26.29,288,simulation_run_s01_20260401_232756.xlsx,26.54,0.019999999999999574
29,81,CRZY,SELL,68000,10.43,59,simulation_run_s01_20260408_140455.xlsx,10.18,0.019999999999999574
76,881,CRZY,SELL,73000,10.58,106,simulation_run_s01_20260408_140455.xlsx,10.465,0.030000000000001137
145,1681,TAME,SELL,70000,23.43,175,simulation_run_s01_20260408_140455.xlsx,23.04,0.019999999999999574
209,2481,CRZY,BUY,73000,9.9,239,simulation_run_s01_20260408_140455.xlsx,10.11,0.040000000000000924
266,3281,TAME,BUY,72000,22.78,296,simulation_run_s01_20260408_140455.xlsx,22.905,0.010000000000001563
17,81,TAME,BUY,73000,24.79,46,simulation_run_s01_20260402_011639.xlsx,24.939999999999998,0.05999999999999872
82,881,CRZY,SELL,72000,9.73,112,simulation_run_s01_20260402_011639.xlsx,9.57,0.03999999999999915
138,1681,TAME,SELL,70000,24.93,168,simulation_run_s01_20260402_011639.xlsx,24.695,0.030000000000001137
205,2481,CRZY,BUY,73000,9.34,235,simulation_run_s01_20260402_011639.xlsx,9.620000000000001,0.02000000000000135
258,3281,TAME,BUY,67000,24.29,288,simulation_run_s01_20260402_011639.xlsx,24.405,0.05000000000000071
23,81,TAME,SELL,66000,25.36,53,simulation_run_s01_20260402_034735.xlsx,25.295,0.029999999999997584
78,881,CRZY,SELL,67000,10.28,107,simulation_run_s01_20260402_034735.xlsx,10.14,0.019999999999999574
136,1681,TAME,BUY,75000,26.08,166,simulation_run_s01_20260402_034735.xlsx,26.395,0.07000000000000028
200,2481,CRZY,SELL,69000,9.69,230,simulation_run_s01_20260402_034735.xlsx,9.485,0.07000000000000028
266,3281,TAME,SELL,74000,26.14,296,simulation_run_s01_20260402_034735.xlsx,25.91,0.020000000000003126
22,81,CRZY,SELL,67000,10.15,52,simulation_run_20260401_230448.xlsx,9.915,0.009999999999999787
81,881,TAME,BUY,65000,25.05,111,simulation_run_20260401_230448.xlsx,25.325,0.030000000000001137
143,1681,CRZY,BUY,69000,9.54,173,simulation_run_20260401_230448.xlsx,9.754999999999999,0.02999999999999936
207,2481,TAME,SELL,73000,25.8,237,simulation_run_20260401_230448.xlsx,25.715,0.030000000000001137
270,3281,CRZY,BUY,72000,9.57,300,simulation_run_20260401_230448.xlsx,9.765,0.009999999999999787
19,81,CRZY,SELL,68000,10.04,49,simulation_run_s01_20260408_110946.xlsx,10.030000000000001,0.040000000000000924
75,881,TAME,SELL,71000,25.27,105,simulation_run_s01_20260408_110946.xlsx,25.005,0.030000000000001137
140,1681,CRZY,SELL,74000,10.04,170,simulation_run_s01_20260408_110946.xlsx,9.7,0.040000000000000924
197,2481,TAME,SELL,65000,25.37,227,simulation_run_s01_20260408_110946.xlsx,25.155,0.030000000000001137
265,3281,CRZY,BUY,75000,9.12,295,simulation_run_s01_20260408_110946.xlsx,9.355,0.02999999999999936
17,81,TAME,SELL,74000,25.21,47,simulation_run_s01_20260407_130733.xlsx,24.965,0.10999999999999943
82,881,CRZY,BUY,67000,9.2,112,simulation_run_s01_20260407_130733.xlsx,9.485,0.02999999999999936
141,1681,CRZY,BUY,71000,9.61,171,simulation_run_s01_20260407_130733.xlsx,9.725000000000001,0.009999999999999787
198,2481,TAME,SELL,75000,24.58,228,simulation_run_s01_20260407_130733.xlsx,24.46,0.05999999999999872
265,3281,TAME,SELL,75000,24.9,295,simulation_run_s01_20260407_130733.xlsx,24.630000000000003,0.019999999999999574
25,81,CRZY,BUY,69000,9.72,55,simulation_run_s01_20260408_144108.xlsx,9.915,0.09000000000000163
82,881,TAME,SELL,73000,25.04,112,simulation_run_s01_20260408_144108.xlsx,24.770000000000003,0.019999999999999574
149,1681,CRZY,SELL,72000,9.53,179,simulation_run_s01_20260408_144108.xlsx,9.495000000000001,0.009999999999999787
204,2481,CRZY,SELL,68000,9.75,234,simulation_run_s01_20260408_144108.xlsx,9.465,0.009999999999999787
258,3281,TAME,SELL,68000,26.14,288,simulation_run_s01_20260408_144108.xlsx,25.97,0.03999999999999915
17,81,TAME,SELL,74000,25.14,47,simulation_run_s01_20260408_200715.xlsx,24.965,0.030000000000001137
86,881,CRZY,BUY,74000,9.9,117,simulation_run_s01_20260408_200715.xlsx,10.2,0.0600000000000005
140,1681,CRZY,BUY,73000,10.76,170,simulation_run_s01_20260408_200715.xlsx,10.879999999999999,0.02000000000000135
199,2481,TAME,SELL,65000,24.0,229,simulation_run_s01_20260408_200715.xlsx,23.965,0.00999999999999801
265,3281,CRZY,SELL,71000,10.69,295,simulation_run_s01_20260408_200715.xlsx,10.39,0.019999999999999574
19,81,CRZY,SELL,73000,10.15,49,simulation_run_s01_20260409_135626.xlsx,9.879999999999999,0.040000000000000924
88,881,CRZY,SELL,68000,10.07,118,simulation_run_s01_20260409_135626.xlsx,9.875,0.010000000000001563
144,1681,CRZY,SELL,73000,10.08,174,simulation_run_s01_20260409_135626.xlsx,9.925,0.02999999999999936
198,2481,TAME,BUY,74000,24.67,228,simulation_run_s01_20260409_135626.xlsx,24.915,0.010000000000001563
259,3281,TAME,BUY,74000,25.05,289,simulation_run_s01_20260409_135626.xlsx,25.17,0.019999999999999574
15,81,TAME,BUY,69000,24.79,45,simulation_run_s01_20260410_132251.xlsx,25.025,0.010000000000001563
77,881,CRZY,SELL,66000,10.03,107,simulation_run_s01_20260410_132251.xlsx,9.955,0.030000000000001137
147,1681,TAME,SELL,72000,25.7,177,simulation_run_s01_20260410_132251.xlsx,25.425,0.030000000000001137
206,2481,CRZY,BUY,72000,9.31,236,simulation_run_s01_20260410_132251.xlsx,9.485,0.009999999999999787
262,3281,CRZY,BUY,66000,9.13,293,simulation_run_s01_20260410_132251.xlsx,9.42,0.05999999999999872
26,81,CRZY,BUY,68000,9.75,56,simulation_run_s01_20260409_120742.xlsx,10.004999999999999,0.02999999999999936
79,881,TAME,SELL,74000,25.23,109,simulation_run_s01_20260409_120742.xlsx,25.125,0.09000000000000341
144,1681,TAME,SELL,71000,25.87,174,simulation_run_s01_20260409_120742.xlsx,25.57,0.0799999999999983
207,2481,CRZY,BUY,73000,8.71,237,simulation_run_s01_20260409_120742.xlsx,8.76,0.019999999999999574
267,3281,CRZY,BUY,74000,8.42,297,simulation_run_s01_20260409_120742.xlsx,8.629999999999999,0.02000000000000135
26,81,CRZY,BUY,70000,9.81,56,simulation_run_s01_20260410_135303.xlsx,10.065000000000001,0.009999999999999787
84,881,TAME,BUY,69000,24.8,114,simulation_run_s01_20260410_135303.xlsx,24.9,0.05999999999999872
144,1681,TAME,BUY,66000,25.06,174,simulation_run_s01_20260410_135303.xlsx,25.265,0.00999999999999801
210,2481,CRZY,BUY,71000,8.9,240,simulation_run_s01_20260410_135303.xlsx,9.125,0.030000000000001137
265,3281,CRZY,BUY,66000,8.75,295,simulation_run_s01_20260410_135303.xlsx,9.0,0.0799999999999983
15,81,TAME,BUY,73000,24.57,45,simulation_run_s01_20260410_143518.xlsx,24.78,0.21999999999999886
82,881,CRZY,SELL,71000,9.78,112,simulation_run_s01_20260410_143518.xlsx,9.625,0.010000000000001563
146,1681,CRZY,SELL,69000,10.03,176,simulation_run_s01_20260410_143518.xlsx,9.780000000000001,0.040000000000000924
200,2481,TAME,SELL,74000,23.76,230,simulation_run_s01_20260410_143518.xlsx,23.515,0.030000000000001137
263,3281,TAME,SELL,67000,24.16,293,simulation_run_s01_20260410_143518.xlsx,23.965,0.030000000000001137
24,1,TAME,BUY,69000,24.51,54,simulation_run_s01_20260411_002053.xlsx,24.735,0.00999999999999801
87,801,CRZY,SELL,71000,10.33,117,simulation_run_s01_20260411_002053.xlsx,10.16,0.019999999999999574
136,1601,TAME,SELL,72000,24.99,166,simulation_run_s01_20260411_002053.xlsx,24.72,0.05999999999999872
204,2401,TAME,SELL,66000,24.54,234,simulation_run_s01_20260411_002053.xlsx,24.310000000000002,0.019999999999999574
258,3201,TAME,SELL,67000,24.43,288,simulation_run_s01_20260411_002053.xlsx,24.229999999999997,0.019999999999999574
23,1,TAME,SELL,67000,25.51,53,simulation_run_s01_20260413_015551.xlsx,25.25,0.03999999999999915
88,801,CRZY,SELL,71000,9.82,118,simulation_run_s01_20260413_015551.xlsx,9.675,0.02999999999999936
146,1601,CRZY,SELL,69000,9.76,176,simulation_run_s01_20260413_015551.xlsx,9.465,0.009999999999999787
203,2401,TAME,BUY,67000,25.88,233,simulation_run_s01_20260413_015551.xlsx,26.11,0.019999999999999574
265,3201,CRZY,BUY,65000,9.61,295,simulation_run_s01_20260413_015551.xlsx,9.715,0.009999999999999787
15,1,TAME,BUY,71000,24.83,45,simulation_run_s01_20260413_164310.xlsx,25.015,0.00999999999999801
81,801,CRZY,SELL,71000,9.5,111,simulation_run_s01_20260413_164310.xlsx,9.325,0.009999999999999787
136,1601,CRZY,SELL,66000,9.55,167,simulation_run_s01_20260413_164310.xlsx,9.305,0.030000000000001137
204,2401,CRZY,SELL,67000,10.24,234,simulation_run_s01_20260413_164310.xlsx,10.02,0.03999999999999915
264,3201,TAME,SELL,66000,26.15,294,simulation_run_s01_20260413_164310.xlsx,25.985,0.030000000000001137
23,1,TAME,SELL,71000,25.4,53,simulation_run_s01_20260417_001029.xlsx,25.185000000000002,0.010000000000001563
85,801,CRZY,BUY,69000,9.45,115,simulation_run_s01_20260417_001029.xlsx,9.725000000000001,0.02999999999999936
149,1601,CRZY,BUY,72000,9.47,179,simulation_run_s01_20260417_001029.xlsx,9.65,0.03999999999999915
206,2401,TAME,SELL,65000,24.24,236,simulation_run_s01_20260417_001029.xlsx,24.005000000000003,0.05000000000000071
259,3201,CRZY,BUY,75000,9.64,289,simulation_run_s01_20260417_001029.xlsx,9.825,0.009999999999999787
21,1,TAME,BUY,66000,24.7,51,simulation_run_s01_20260415_004224.xlsx,24.945,0.00999999999999801
76,801,CRZY,SELL,70000,10.45,106,simulation_run_s01_20260415_004224.xlsx,10.205,0.030000000000001137
144,1601,CRZY,SELL,72000,9.86,174,simulation_run_s01_20260415_004224.xlsx,9.825,0.009999999999999787
197,2401,CRZY,SELL,70000,10.12,227,simulation_run_s01_20260415_004224.xlsx,9.875,0.07000000000000028
259,3201,TAME,SELL,70000,23.99,289,simulation_run_s01_20260415_004224.xlsx,23.814999999999998,0.029999999999997584
27,1,TAME,SELL,74000,25.24,57,simulation_run_s01_20260415_040736.xlsx,25.205,0.010000000000001563
85,801,CRZY,SELL,68000,10.19,115,simulation_run_s01_20260415_040736.xlsx,9.96,0.040000000000000924
142,1601,TAME,SELL,73000,25.61,172,simulation_run_s01_20260415_040736.xlsx,25.299999999999997,0.019999999999999574
197,2401,CRZY,SELL,67000,10.38,227,simulation_run_s01_20260415_040736.xlsx,10.2,0.040000000000000924
261,3201,TAME,BUY,66000,24.84,291,simulation_run_s01_20260415_040736.xlsx,25.055,0.00999999999999801
15,1,CRZY,SELL,67000,10.37,45,simulation_run_s01_20260419_165645.xlsx,10.14,0.040000000000000924
78,801,TAME,SELL,73000,25.34,108,simulation_run_s01_20260419_165645.xlsx,25.15,0.019999999999999574
148,1601,TAME,SELL,69000,24.76,178,simulation_run_s01_20260419_165645.xlsx,24.655,0.129999999999999
209,2401,CRZY,BUY,68000,9.86,239,simulation_run_s01_20260419_165645.xlsx,10.085,0.049999999999998934
269,3201,TAME,BUY,65000,23.95,299,simulation_run_s01_20260419_165645.xlsx,24.085,0.010000000000001563
19,1,CRZY,SELL,70000,10.42,49,simulation_run_s01_20260417_131505.xlsx,10.16,0.03999999999999915
77,801,TAME,SELL,66000,25.47,107,simulation_run_s01_20260417_131505.xlsx,25.29,0.019999999999999574
145,1601,TAME,SELL,75000,25.63,175,simulation_run_s01_20260417_131505.xlsx,25.36,0.03999999999999915
202,2401,CRZY,BUY,65000,10.73,233,simulation_run_s01_20260417_131505.xlsx,10.93,0.03999999999999915
261,3201,CRZY,BUY,75000,11.09,291,simulation_run_s01_20260417_131505.xlsx,11.205,0.010000000000001563
21,1,CRZY,SELL,74000,10.33,51,simulation_run_s01_20260419_201557.xlsx,10.105,0.07000000000000028
75,801,TAME,BUY,69000,25.73,105,simulation_run_s01_20260419_201557.xlsx,26.045,0.05000000000000071
144,1601,CRZY,BUY,67000,9.89,174,simulation_run_s01_20260419_201557.xlsx,10.015,0.009999999999999787
203,2401,TAME,SELL,66000,25.08,233,simulation_run_s01_20260419_201557.xlsx,25.055,0.00999999999999801
262,3201,CRZY,SELL,73000,10.5,292,simulation_run_s01_20260419_201557.xlsx,10.225000000000001,0.02999999999999936
23,1,TAME,SELL,74000,24.96,53,simulation_run_s01_20260420_161637.xlsx,24.925,0.00999999999999801
77,801,TAME,SELL,71000,24.49,107,simulation_run_s01_20260420_161637.xlsx,24.240000000000002,0.0400000000000027
146,1601,TAME,SELL,74000,24.49,176,simulation_run_s01_20260420_161637.xlsx,24.15,0.019999999999999574
210,2401,CRZY,SELL,74000,9.86,240,simulation_run_s01_20260420_161637.xlsx,9.675,0.02999999999999936
264,3201,TAME,BUY,73000,23.92,294,simulation_run_s01_20260420_161637.xlsx,24.125,0.030000000000001137
27,1,TAME,SELL,66000,25.2,57,simulation_run_s01_20260421_010135.xlsx,25.145000000000003,0.05000000000000071
77,801,CRZY,SELL,67000,10.01,107,simulation_run_s01_20260421_010135.xlsx,9.925,0.009999999999999787
143,1601,TAME,BUY,73000,24.55,173,simulation_run_s01_20260421_010135.xlsx,24.845,0.030000000000001137
207,2401,CRZY,SELL,68000,9.78,237,simulation_run_s01_20260421_010135.xlsx,9.530000000000001,0.040000000000000924
269,3201,TAME,SELL,68000,24.45,299,simulation_run_s01_20260421_010135.xlsx,24.240000000000002,0.05999999999999872
25,1,TAME,BUY,72000,24.79,55,simulation_run_s01_20260421_112850.xlsx,24.985,0.00999999999999801
76,801,CRZY,SELL,72000,10.16,107,simulation_run_s01_20260421_112850.xlsx,9.92,0.019999999999999574
145,1601,TAME,BUY,70000,24.53,175,simulation_run_s01_20260421_112850.xlsx,24.775,0.010000000000001563
209,2401,CRZY,SELL,68000,10.0,239,simulation_run_s01_20260421_112850.xlsx,9.855,0.02999999999999936
265,3201,TAME,BUY,69000,24.7,296,simulation_run_s01_20260421_112850.xlsx,24.884999999999998,0.010000000000001563
17,1,CRZY,SELL,75000,10.19,47,simulation_run_s01_20260422_022235.xlsx,9.95,0.02000000000000135
81,801,CRZY,SELL,67000,9.55,111,simulation_run_s01_20260422_022235.xlsx,9.52,0.0600000000000005
141,1601,TAME,SELL,70000,25.11,171,simulation_run_s01_20260422_022235.xlsx,24.855,0.00999999999999801
209,2401,CRZY,BUY,74000,9.41,239,simulation_run_s01_20260422_022235.xlsx,9.675,0.08999999999999986
256,3201,TAME,BUY,74000,24.44,286,simulation_run_s01_20260422_022235.xlsx,24.555,0.00999999999999801
22,1,CRZY,SELL,67000,10.36,52,simulation_run_s01_20260422_155731.xlsx,10.09,0.03999999999999915
87,801,TAME,SELL,72000,25.22,117,simulation_run_s01_20260422_155731.xlsx,25.08,0.019999999999999574
145,1601,TAME,SELL,74000,25.41,175,simulation_run_s01_20260422_155731.xlsx,25.255,0.030000000000001137
202,2401,CRZY,BUY,75000,9.45,232,simulation_run_s01_20260422_155731.xlsx,9.695,0.030000000000001137
268,3201,CRZY,BUY,74000,9.68,298,simulation_run_s01_20260422_155731.xlsx,9.795,0.010000000000001563
23,81,CRZY,SELL,70000,10.38,53,simulation_run_s02_20260401_233359.xlsx,10.08,0.05999999999999872
86,881,TAME,BUY,67000,24.6,116,simulation_run_s02_20260401_233359.xlsx,24.814999999999998,0.010000000000001563
148,1681,CRZY,SELL,69000,10.58,178,simulation_run_s02_20260401_233359.xlsx,10.375,0.030000000000001137
204,2481,CRZY,SELL,69000,10.62,234,simulation_run_s02_20260401_233359.xlsx,10.385000000000002,0.009999999999999787
258,3281,TAME,SELL,73000,24.9,288,simulation_run_s02_20260401_233359.xlsx,24.795,0.010000000000001563
29,81,CRZY,SELL,72000,10.19,59,simulation_run_s02_20260402_012240.xlsx,9.965,0.07000000000000028
88,881,TAME,BUY,71000,24.15,118,simulation_run_s02_20260402_012240.xlsx,24.325,0.00999999999999801
138,1681,CRZY,SELL,74000,10.6,168,simulation_run_s02_20260402_012240.xlsx,10.434999999999999,0.02999999999999936
209,2481,CRZY,SELL,69000,10.55,239,simulation_run_s02_20260402_012240.xlsx,10.335,0.049999999999998934
264,3281,CRZY,SELL,69000,10.37,294,simulation_run_s02_20260402_012240.xlsx,10.3,0.0600000000000005
19,81,TAME,SELL,69000,25.27,49,simulation_run_s02_20260402_035338.xlsx,24.979999999999997,0.019999999999999574
86,881,CRZY,BUY,65000,10.04,116,simulation_run_s02_20260402_035338.xlsx,10.285,0.009999999999999787
138,1681,CRZY,BUY,73000,10.29,168,simulation_run_s02_20260402_035338.xlsx,10.42,0.03999999999999915
204,2481,CRZY,BUY,72000,10.23,234,simulation_run_s02_20260402_035338.xlsx,10.370000000000001,0.02000000000000135
269,3281,TAME,SELL,71000,25.75,299,simulation_run_s02_20260402_035338.xlsx,25.53,0.05999999999999872
16,81,TAME,SELL,66000,25.27,45,simulation_run_s02_20260407_131335.xlsx,25.07,0.019999999999999574
82,881,CRZY,BUY,72000,9.6,112,simulation_run_s02_20260407_131335.xlsx,9.895,0.009999999999999787
147,1681,CRZY,BUY,72000,9.66,177,simulation_run_s02_20260407_131335.xlsx,9.89,0.0600000000000005
209,2481,TAME,SELL,74000,24.71,239,simulation_run_s02_20260407_131335.xlsx,24.625,0.04999999999999716
264,3281,CRZY,BUY,74000,9.38,294,simulation_run_s02_20260407_131335.xlsx,9.59,0.03999999999999915
24,81,TAME,BUY,66000,24.76,54,simulation_run_s02_20260408_111548.xlsx,25.009999999999998,0.05999999999999872
77,881,CRZY,BUY,71000,9.63,107,simulation_run_s02_20260408_111548.xlsx,9.735,0.009999999999999787
148,1681,TAME,BUY,70000,23.75,178,simulation_run_s02_20260408_111548.xlsx,23.990000000000002,0.08000000000000185
203,2481,CRZY,BUY,65000,10.09,233,simulation_run_s02_20260408_111548.xlsx,10.280000000000001,0.040000000000000924
268,3281,TAME,BUY,72000,23.02,298,simulation_run_s02_20260408_111548.xlsx,23.275,0.010000000000001563
20,81,CRZY,BUY,69000,9.9,50,simulation_run_s02_20260408_141057.xlsx,10.14,0.040000000000000924
81,881,TAME,SELL,71000,25.23,111,simulation_run_s02_20260408_141057.xlsx,24.985,0.030000000000001137
142,1681,CRZY,BUY,73000,10.9,172,simulation_run_s02_20260408_141057.xlsx,11.09,0.019999999999999574
207,2481,TAME,BUY,73000,24.8,237,simulation_run_s02_20260408_141057.xlsx,24.814999999999998,0.010000000000001563
261,3281,CRZY,BUY,65000,11.42,290,simulation_run_s02_20260408_141057.xlsx,11.705,0.010000000000001563
30,81,TAME,SELL,73000,25.48,60,simulation_run_s02_20260408_144711.xlsx,25.255000000000003,0.010000000000001563
78,881,CRZY,SELL,72000,10.76,108,simulation_run_s02_20260408_144711.xlsx,10.58,0.03999999999999915
146,1681,TAME,SELL,70000,25.62,176,simulation_run_s02_20260408_144711.xlsx,25.424999999999997,0.05000000000000071
208,2481,CRZY,BUY,71000,10.34,238,simulation_run_s02_20260408_144711.xlsx,10.615,0.05000000000000071
258,3281,TAME,BUY,68000,25.57,288,simulation_run_s02_20260408_144711.xlsx,25.71,0.019999999999999574
19,81,TAME,SELL,73000,25.24,49,simulation_run_s02_20260410_132854.xlsx,25.009999999999998,0.0400000000000027
76,881,CRZY,SELL,66000,10.18,106,simulation_run_s02_20260410_132854.xlsx,10.0,0.03999999999999915
143,1681,TAME,SELL,69000,24.15,173,simulation_run_s02_20260410_132854.xlsx,23.97,0.019999999999999574
201,2481,CRZY,BUY,66000,9.84,231,simulation_run_s02_20260410_132854.xlsx,10.105,0.02999999999999936
266,3281,CRZY,BUY,67000,9.86,296,simulation_run_s02_20260410_132854.xlsx,9.995000000000001,0.009999999999999787
18,81,CRZY,SELL,71000,10.29,47,simulation_run_s02_20260408_201318.xlsx,10.015,0.07000000000000028
77,881,TAME,BUY,70000,24.71,107,simulation_run_s02_20260408_201318.xlsx,24.94,0.03999999999999915
137,1681,CRZY,SELL,68000,9.75,167,simulation_run_s02_20260408_201318.xlsx,9.54,0.040000000000000924
202,2481,TAME,SELL,74000,26.22,232,simulation_run_s02_20260408_201318.xlsx,26.02,0.03999999999999915
258,3281,CRZY,SELL,66000,8.7,288,simulation_run_s02_20260408_201318.xlsx,8.59,0.019999999999999574
24,81,TAME,BUY,71000,24.65,54,simulation_run_s02_20260409_140228.xlsx,24.939999999999998,0.09999999999999787
79,881,CRZY,SELL,68000,9.83,109,simulation_run_s02_20260409_140228.xlsx,9.765,0.009999999999999787
142,1681,CRZY,SELL,69000,9.74,172,simulation_run_s02_20260409_140228.xlsx,9.455,0.010000000000001563
195,2481,TAME,BUY,73000,24.27,225,simulation_run_s02_20260409_140228.xlsx,24.43,0.019999999999999574
262,3281,CRZY,BUY,74000,8.92,292,simulation_run_s02_20260409_140228.xlsx,9.184999999999999,0.009999999999999787
23,81,TAME,SELL,71000,25.31,53,simulation_run_s02_20260409_121344.xlsx,25.060000000000002,0.019999999999999574
83,881,CRZY,BUY,70000,9.63,113,simulation_run_s02_20260409_121344.xlsx,9.91,0.03999999999999915
145,1681,CRZY,BUY,74000,9.42,175,simulation_run_s02_20260409_121344.xlsx,9.655000000000001,0.02999999999999936
205,2481,TAME,BUY,72000,26.37,235,simulation_run_s02_20260409_121344.xlsx,26.560000000000002,0.019999999999999574
270,3281,TAME,BUY,65000,27.32,300,simulation_run_s02_20260409_121344.xlsx,27.43,0.019999999999999574
16,81,CRZY,SELL,71000,10.16,46,simulation_run_s02_20260410_140506.xlsx,9.98,0.0600000000000005
78,881,TAME,BUY,73000,25.74,108,simulation_run_s02_20260410_140506.xlsx,26.015,0.00999999999999801
139,1681,TAME,BUY,69000,27.25,170,simulation_run_s02_20260410_140506.xlsx,27.509999999999998,0.019999999999999574
207,2481,TAME,BUY,70000,26.94,237,simulation_run_s02_20260410_140506.xlsx,27.130000000000003,0.019999999999999574
261,3281,TAME,BUY,74000,26.75,291,simulation_run_s02_20260410_140506.xlsx,26.810000000000002,0.08000000000000185
26,81,TAME,SELL,74000,25.09,56,simulation_run_s02_20260410_144120.xlsx,24.955,0.010000000000001563
81,881,TAME,SELL,71000,25.55,111,simulation_run_s02_20260410_144120.xlsx,25.455,0.05000000000000071
147,1681,CRZY,BUY,72000,8.93,177,simulation_run_s02_20260410_144120.xlsx,9.275,0.129999999999999
204,2481,TAME,SELL,67000,27.09,234,simulation_run_s02_20260410_144120.xlsx,26.845,0.030000000000001137
264,3281,CRZY,SELL,69000,9.47,294,simulation_run_s02_20260410_144120.xlsx,9.225000000000001,0.009999999999999787
17,1,CRZY,SELL,71000,9.81,47,simulation_run_s02_20260413_020154.xlsx,9.77,0.019999999999999574
89,801,CRZY,SELL,71000,9.96,119,simulation_run_s02_20260413_020154.xlsx,9.72,0.019999999999999574
143,1601,TAME,SELL,73000,26.51,173,simulation_run_s02_20260413_020154.xlsx,26.195,0.030000000000001137
207,2401,TAME,SELL,69000,26.24,237,simulation_run_s02_20260413_020154.xlsx,25.675,0.030000000000001137
268,3201,CRZY,BUY,69000,9.15,298,simulation_run_s02_20260413_020154.xlsx,9.39,0.040000000000000924
20,1,CRZY,SELL,70000,10.0,50,simulation_run_s02_20260411_002655.xlsx,9.905000000000001,0.02999999999999936
83,801,TAME,SELL,65000,25.33,113,simulation_run_s02_20260411_002655.xlsx,25.185000000000002,0.010000000000001563
146,1601,CRZY,BUY,69000,9.8,176,simulation_run_s02_20260411_002655.xlsx,10.075,0.009999999999999787
197,2401,TAME,SELL,68000,24.33,227,simulation_run_s02_20260411_002655.xlsx,24.07,0.060000000000002274
269,3201,CRZY,SELL,74000,11.12,299,simulation_run_s02_20260411_002655.xlsx,10.845,0.07000000000000028
23,1,CRZY,BUY,71000,9.82,53,simulation_run_s02_20260413_164912.xlsx,10.024999999999999,0.009999999999999787
84,801,TAME,SELL,74000,24.96,114,simulation_run_s02_20260413_164912.xlsx,24.725,0.010000000000001563
148,1601,CRZY,BUY,72000,9.97,178,simulation_run_s02_20260413_164912.xlsx,10.225000000000001,0.02999999999999936
202,2401,TAME,SELL,68000,24.51,232,simulation_run_s02_20260413_164912.xlsx,24.380000000000003,0.05999999999999872
263,3201,CRZY,BUY,72000,10.19,293,simulation_run_s02_20260413_164912.xlsx,10.385,0.030000000000001137
18,1,CRZY,BUY,73000,9.72,48,simulation_run_s02_20260415_041338.xlsx,9.965,0.030000000000001137
78,801,TAME,BUY,69000,25.08,108,simulation_run_s02_20260415_041338.xlsx,25.185000000000002,0.05000000000000071
140,1601,TAME,BUY,69000,24.96,170,simulation_run_s02_20260415_041338.xlsx,25.13,0.03999999999999915
195,2401,TAME,BUY,69000,25.18,225,simulation_run_s02_20260415_041338.xlsx,25.4,0.019999999999999574
266,3201,TAME,BUY,72000,24.74,296,simulation_run_s02_20260415_041338.xlsx,24.955,0.010000000000001563
17,1,CRZY,SELL,71000,10.37,47,simulation_run_s02_20260415_004827.xlsx,10.05,0.0600000000000005
84,801,TAME,SELL,72000,25.55,114,simulation_run_s02_20260415_004827.xlsx,25.435000000000002,0.029999999999997584
146,1601,CRZY,SELL,69000,10.4,176,simulation_run_s02_20260415_004827.xlsx,10.155000000000001,0.009999999999999787
203,2401,TAME,SELL,73000,26.75,233,simulation_run_s02_20260415_004827.xlsx,26.68,0.10000000000000142
268,3201,CRZY,SELL,73000,10.77,298,simulation_run_s02_20260415_004827.xlsx,10.45,0.02000000000000135
27,1,TAME,BUY,75000,24.89,57,simulation_run_s02_20260417_001632.xlsx,25.125,0.04999999999999716
79,801,CRZY,SELL,74000,9.89,109,simulation_run_s02_20260417_001632.xlsx,9.615,0.030000000000001137
143,1601,TAME,BUY,69000,24.02,173,simulation_run_s02_20260417_001632.xlsx,24.225,0.010000000000001563
210,2401,CRZY,SELL,67000,9.03,240,simulation_run_s02_20260417_001632.xlsx,8.844999999999999,0.049999999999998934
267,3201,TAME,BUY,74000,24.19,297,simulation_run_s02_20260417_001632.xlsx,24.36,0.019999999999999574
23,1,TAME,BUY,67000,25.19,53,simulation_run_s02_20260417_132106.xlsx,25.445,0.00999999999999801
82,801,TAME,BUY,69000,25.96,112,simulation_run_s02_20260417_132106.xlsx,26.060000000000002,0.05999999999999872
137,1601,TAME,BUY,67000,25.6,167,simulation_run_s02_20260417_132106.xlsx,25.725,0.010000000000001563
199,2401,TAME,BUY,67000,25.59,229,simulation_run_s02_20260417_132106.xlsx,25.810000000000002,0.019999999999999574
259,3201,TAME,BUY,71000,26.07,289,simulation_run_s02_20260417_132106.xlsx,26.245,0.07000000000000028
25,1,TAME,SELL,66000,25.2,55,simulation_run_s02_20260419_170248.xlsx,24.935000000000002,0.05000000000000071
81,801,TAME,SELL,66000,25.39,111,simulation_run_s02_20260419_170248.xlsx,25.245,0.030000000000001137
143,1601,TAME,SELL,75000,25.39,173,simulation_run_s02_20260419_170248.xlsx,25.09,0.020000000000003126
202,2401,CRZY,BUY,72000,10.25,232,simulation_run_s02_20260419_170248.xlsx,10.46,0.02000000000000135
